,text,target
553,wow ms kira kinda late what are you sewing at mn,0
554,i think i m sick from eating at john s,0
555,is happy cos her little brother s got good grades miss him so much,0
556,who wants to help me get oingo biongo back together i think it can be done why oh why wasnt i born a decade earlier to witness them,0
557,is all giggly and smile y,4
558,it would have been great if i would have had time to eat dinner between all this hell,0
559,i like the html doctype clean simple short easy to remember,4
560,i always plan to sleep early and then get distracted damn you internets,0
561,just had my first hammock mishap ended up landing neck first on the ground it took me a while to right myself,0
562,never watch the food network when you re hungry,0
563,headed to broken arrow to watch dave s lil sisters softball game cheddars for dinner after gonna be a long drive home though,0
564,yeah it s a true story written by a columnist about all the bad things his dog did marley eventually gets old dies,0
565,up early again for another dress fitting,0
566,im sursh a people in the cinema,4
567,up in my dorm movie night with my girlss,4
568,ooh more followers,4
569,my dolls also come in metal haha i love my brother,4
570,going to best buy to get a led tv for work,0
571,didn t win or even get nominated for any of the awards in the aba awards i m fine with that,4
572,i feel rechaged got some much needed sleep happy its saturday,4
573,in st period i hate this class can t wait until i m home i ll b the happiest person in the world wen i m home,4
574,falling in love im already in love with you mcfly,4
575,uhm i still cant figure it out slow,0
576,wew will wkt ituu gw cb rubix ga bisaa huhu,0
577,leavin for shauns fuck grandparents get around slow text me or tweet me you stopped textin me,0
578,woo in genoa with sheri and smash great day,4
579,kids hand was slammed in cardoor now at the er poor emily,0
580,shucks we ll miss you at the bon dance hope you can attend the ones after that,0
581,had a great weekend watching greys baking cleaning and dancing sad about work tomo,0
582,acm yeah it must be darn good if it kept your attention haha,4
583,great ppl stick together,4
584,true i ll have to look into that,0
585,i want to be bueno ing,0
586,your tweet was just included in the longest poem in the world www longestpoemintheworld com tweet,4
587,haha exactly,4
588,i m ok day thanks been a crazy day,4
589,tell krist i say hi mayb he doesn t remember me i keep trying to say hi,0
590,like almost above my sholders,0
591,i ll post some more pics on the ellen forum later today i think i made like pics yesterday lol i won t post em all,4
592,just came home from swimming great day with the lads,4
593,haha i wait for people to call and confirm or cancel that s how i roll,4
594,hey man my fender guitar it is scratched,0
595,i liked your post on emirates online check in read the cached version wanted to read your other posts wut a bummer,0
596,dl ing the e n d black eyed peas,4
597,had a good day wit da hubby now just chillin my baby s jay ava lynn,4
598,she told me everythinggggggggg hhaha nice and my computer is at prestons house so i can t listen,0
599,tpb found guilty booerns to that i hate to thing about the consequences of this decision,0
600,addictive isn t it biz could definately be better folks have just slowed down on getting their done,0
601,that s so awful,0
602,we re not all idiots tho roulla it was an awful mistake to make would hate to be the employee in question have a nice day,0
603,i m headed home sea world closed early,0
604,runs and hides i am not haveing a flu vaccination my last needle experiences have all been traumatic,0
605,that pool party was fun,4
606,only days left at work im getting a little sad now,0
607,want to watch dream girls but wont be as good if i cant have the volume up loud,0
608,i really miss my niece i actually cant wait to go to the phlippines next year,0
609,looks like it s going to be la orl in the finals,4
610,sarge is on tvg yesss,4
611,it s normal cause she wants to celebrate her birthday with her besties my heart now feels so sorry about what happened to her,0
612,decided on sun fell asleep now has a burnt face correction half a burnt face,0
613,is going to stay in bed and listen to the rain love it,4
614,greer i m jealous i m just here bored,0
615,can you give me the link for the kimba diaries please,4
616,ive lost your buddy from aim need mail again,0
617,i feel so good after getting pampered this evening,4
618,chef thanks no cycling this wkend no room for bikes,4
619,wasn t confining enough,4
620,wow lazy u didn t call me bac,0
621,game researching what it takes to get a job at google so far their jobs look boring,0
622,keep rockin and keep knockin whether you loubouton it up or reebok n,4
623,we re going out to lunch though and then shopping new shoes anyone maybe i ll buy her a ninja turtles shirt too,4
624,i needed that which blogs are you looking at im also trying to wait very patiently for my iphone its being held host,0
625,shoutout to leah please my dad just passed away,0
626,raise with aq dont hit down to,0
627,hej thanks xx,4
628,i haven t got a new iphone and everyone else is ripping theirs apart,0
629,yayy bolt lmao charlie so cute a present it a teddy charlie shh thankyou jeeves,4
630,cedar point is over it was awesome though my stalker glasses cracked though,0
631,heading of to the gym and work my fat tummy,0
632,sipping mimosas at the bar waiting for brunch to start ahhh,4
633,it angers me that it s and i have the heat on in my truck care to know how i feel about people tweeting and driving,4
634,jst left the hospital finally the babies are good,4
635,rubbish at least we re having curry for tea so that should cheer you up,0
636,i want romance,0
637,i forgot it was free comic books day,0
638,woohoo finally got the problem fixed with the phone verification process i can now offically twitter away from my cell i am so happy,4
639,little dude is still sleeping in his crib his best sleep in his crib to date new photos up today as well he is as adorable as ever,4
640,i donated last night love your song,4
641,still no upward bound books,0
642,sweat pants hair tied chillin w my adida chankeltas on lol to the heights we go,4
643,congratulations nice years to come,4
644,stupid camera deleted good pictures,0
645,ftw means for the win silly,4
646,i love alexa chung but it makes me think of alexa from school,0
647,woooooooo no welsh,0
648,you love her its sad but its how you roll i guess,0
649,errrr i cant get chemistry into my brain,0
650,,0
